BillNo,Itemname,Quantity,Date,Price,CustomerID,Country
550714,BATH BUILDING BLOCK WORD,3,2011-04-20 11:12:00,5.95,15249.0,United Kingdom
550723,LUNCH BAG CARS BLUE,4,2011-04-20 11:19:00,1.65,17454.0,United Kingdom
550740,RED RETROSPOT PLATE,1,2011-04-20 11:33:00,3.29,,United Kingdom
550750,RED HANGING HEART T-LIGHT HOLDER,12,2011-04-20 11:45:00,2.95,13632.0,United Kingdom
550753,Display,-150,2011-04-20 11:53:00,0.0,,United Kingdom
550754,REGENCY CAKESTAND 3 TIER,48,2011-04-20 11:57:00,10.95,15465.0,United Kingdom
550755,PACK OF 6 BIRDY GIFT TAGS,24,2011-04-20 12:01:00,1.25,17548.0,United Kingdom
550756,REGENCY CAKESTAND 3 TIER,10,2011-04-20 12:02:00,12.75,14148.0,United Kingdom
550757,,-9,2011-04-20 12:08:00,0.0,,United Kingdom
550758,,-8,2011-04-20 12:09:00,0.0,,United Kingdom
550759,,-7,2011-04-20 12:09:00,0.0,,United Kingdom
550760,,-4,2011-04-20 12:09:00,0.0,,United Kingdom
550761,,6,2011-04-20 12:10:00,0.0,,United Kingdom
550762,,-9,2011-04-20 12:10:00,0.0,,United Kingdom
550763,,-5,2011-04-20 12:11:00,0.0,,United Kingdom
550764,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-04-20 12:26:00,7.95,14527.0,United Kingdom
550765,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-04-20 12:28:00,8.25,16103.0,United Kingdom
550766,HOMEMADE JAM SCENTED CANDLES,12,2011-04-20 12:30:00,1.45,17463.0,United Kingdom
550767,FUNKY DIVA PEN,48,2011-04-20 12:32:00,0.85,14776.0,United Kingdom
550768,WOOD S/3 CABINET ANT WHITE FINISH,12,2011-04-20 12:44:00,8.15,15039.0,United Kingdom
550769,PAPER CHAIN KIT EMPIRE,10,2011-04-20 12:56:00,2.95,15984.0,United Kingdom
550772,ANTIQUE TALL SWIRLGLASS TRINKET POT,12,2011-04-20 13:13:00,3.75,17856.0,United Kingdom
550773,ASSORTED COLOUR BIRD ORNAMENT,16,2011-04-20 13:15:00,1.69,17567.0,United Kingdom
550774,CHARLOTTE BAG VINTAGE ALPHABET,10,2011-04-20 13:18:00,0.85,14626.0,United Kingdom
550775,ASSORTED COLOURS SILK FAN,12,2011-04-20 13:18:00,0.83,15805.0,United Kingdom
550776,DOLLY GIRL BABY GIFT SET,1,2011-04-20 13:19:00,16.95,15805.0,United Kingdom
550777,GEORGIAN TRINKET BOX,1,2011-04-20 13:35:00,12.5,16558.0,United Kingdom
550778,DOG BOWL CHASING BALL DESIGN,6,2011-04-20 13:36:00,3.75,14868.0,United Kingdom
550779,HANGING HEART ZINC T-LIGHT HOLDER,144,2011-04-20 13:36:00,0.64,17511.0,United Kingdom
550781,PARTY BUNTING,12,2011-04-20 13:43:00,4.95,13097.0,United Kingdom
550782,WHITE METAL LANTERN,60,2011-04-20 13:55:00,3.39,18246.0,United Kingdom
550783,RED RETROSPOT SHOPPER BAG,10,2011-04-20 13:58:00,1.25,13485.0,United Kingdom
550784,JUMBO BAG ALPHABET,10,2011-04-20 13:59:00,2.08,13269.0,United Kingdom
550785,DINOSAUR KEYRINGS ASSORTED,36,2011-04-20 14:02:00,0.21,15517.0,United Kingdom
550786,RED METAL BEACH SPADE,48,2011-04-20 14:06:00,1.25,16672.0,United Kingdom
550796,JAM JAR WITH GREEN LID,2,2011-04-20 14:38:00,0.85,17211.0,United Kingdom
550797,SOLDIERS EGG CUP,12,2011-04-20 14:40:00,1.06,12901.0,United Kingdom
550798,HANGING HEN ON NEST DECORATION,24,2011-04-20 14:41:00,1.65,15290.0,United Kingdom
550799,PICNIC BASKET WICKER LARGE,2,2011-04-20 14:46:00,9.95,17115.0,United Kingdom
550800,Missing,-65,2011-04-20 14:48:00,0.0,,United Kingdom
550801,I LOVE LONDON BABY GIFT SET,6,2011-04-20 15:04:00,14.95,17402.0,United Kingdom
550802,LUNCH BAG PINK POLKADOT,10,2011-04-20 15:21:00,1.65,17120.0,United Kingdom
550803,PACK OF 72 SKULL CAKE CASES,1,2011-04-20 15:25:00,0.55,18177.0,United Kingdom
550804,RIDGED GLASS STORAGE JAR CREAM LID,4,2011-04-20 15:32:00,3.75,16676.0,United Kingdom
550805,ASSTD MULTICOLOUR CIRCLES MUG,48,2011-04-20 15:38:00,0.39,13162.0,United Kingdom
550806,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-04-20 15:44:00,8.5,14334.0,United Kingdom
550811,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-04-20 16:04:00,1.25,16011.0,United Kingdom
550815,,8,2011-04-20 16:42:00,0.0,,United Kingdom
550817,PACK OF 12 PINK POLKADOT TISSUES,12,2011-04-20 17:00:00,0.29,17946.0,United Kingdom
550818,75 GREEN PETIT FOUR CASES,1,2011-04-20 17:10:00,0.42,15912.0,United Kingdom
550819,CHEST 7 DRAWER MA CAMPAGNE,1,2011-04-20 17:37:00,24.95,17530.0,United Kingdom
550820,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2011-04-21 08:43:00,2.55,13148.0,United Kingdom
550821,ROUND CAKE TIN VINTAGE GREEN,1,2011-04-21 08:54:00,7.95,12506.0,France
550822,PICNIC BASKET WICKER LARGE,2,2011-04-21 09:26:00,9.95,14001.0,United Kingdom
550823,HOLIDAY FUN LUDO,36,2011-04-21 09:36:00,3.39,16133.0,United Kingdom
550824,SKULL SHOULDER BAG,5,2011-04-21 10:00:00,1.65,18177.0,United Kingdom
550826,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,36,2011-04-21 10:12:00,1.25,17158.0,United Kingdom
550827,LUNCH BAG RED RETROSPOT,20,2011-04-21 10:16:00,1.65,12670.0,France
550828,HANGING HEART JAR T-LIGHT HOLDER,6,2011-04-21 10:19:00,1.25,17315.0,United Kingdom
550829,RED DRAGONFLY HELICOPTER,1,2011-04-21 10:19:00,7.95,17841.0,United Kingdom
550830,JUMBO BAG APPLES,10,2011-04-21 10:29:00,1.95,13534.0,United Kingdom
550831,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-04-21 10:29:00,2.08,13534.0,United Kingdom
550832,DOORMAT RED RETROSPOT,2,2011-04-21 10:31:00,7.95,17588.0,United Kingdom
550833,EMPIRE UNION JACK TV DINNER TRAY,1,2011-04-21 10:48:00,4.95,15860.0,United Kingdom
550834,REGENCY CAKESTAND 3 TIER,1,2011-04-21 10:51:00,12.75,14730.0,United Kingdom
550835,WICKER STAR,12,2011-04-21 10:52:00,2.1,15034.0,United Kingdom
550836,ENAMEL FLOWER JUG CREAM,3,2011-04-21 10:55:00,5.95,14759.0,United Kingdom
550837,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-04-21 11:03:00,1.65,15034.0,United Kingdom
550838,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,2011-04-21 11:31:00,1.65,14577.0,United Kingdom
550885,STRAWBERRY RAFFIA FOOD COVER,6,2011-04-21 11:59:00,3.75,16185.0,United Kingdom
550890,SMALL POPCORN HOLDER,100,2011-04-21 12:00:00,0.72,14711.0,United Kingdom
550898,GIRAFFE WOODEN RULER,1,2011-04-21 12:07:00,1.95,,United Kingdom
550899,ROSES REGENCY TEACUP AND SAUCER,6,2011-04-21 12:07:00,2.95,13505.0,Switzerland
550900,PICNIC BASKET WICKER SMALL,12,2011-04-21 12:11:00,5.95,16553.0,United Kingdom
550901,LOVEBIRD HANGING DECORATION WHITE,12,2011-04-21 12:12:00,0.85,13389.0,United Kingdom
550906,TUMBLER NEW ENGLAND,48,2011-04-21 12:34:00,0.39,14298.0,United Kingdom
550907,RED RETROSPOT PICNIC BAG,50,2011-04-21 12:35:00,2.55,13798.0,United Kingdom
550908,damages,-68,2011-04-21 12:39:00,0.0,,United Kingdom
550911,JUMBO BAG ALPHABET,10,2011-04-21 13:11:00,2.08,12354.0,Spain
550912,CLOTHES PEGS RETROSPOT PACK 24,12,2011-04-21 13:17:00,1.65,13267.0,United Kingdom
550913,SMALL GLASS HEART TRINKET POT,8,2011-04-21 13:22:00,2.1,17631.0,United Kingdom
550914,REVOLVER WOODEN RULER,1,2011-04-21 13:29:00,1.95,17061.0,United Kingdom
550915,JARDIN ETCHED GLASS FRUITBOWL,3,2011-04-21 13:30:00,3.95,13263.0,United Kingdom
550916,SET 20 NAPKINS FAIRY CAKES DESIGN,24,2011-04-21 13:39:00,0.85,17718.0,United Kingdom
550917,ALPHABET STENCIL CRAFT,144,2011-04-21 13:40:00,1.06,17381.0,United Kingdom
550918,ENGLISH ROSE GARDEN SECATEURS,12,2011-04-21 14:03:00,1.95,17630.0,United Kingdom
550919,JUMBO BAG ALPHABET,10,2011-04-21 14:06:00,1.95,14735.0,United Kingdom
550920,UNION STRIPE WITH FRINGE  HAMMOCK,6,2011-04-21 14:07:00,7.95,14735.0,United Kingdom
550921,SET OF 12  VINTAGE POSTCARD SET,6,2011-04-21 14:21:00,2.55,14770.0,United Kingdom
550922,damages,-25,2011-04-21 14:29:00,0.0,,United Kingdom
550923,REGENCY CAKESTAND 3 TIER,1,2011-04-21 14:30:00,12.75,13748.0,United Kingdom
550925,DOORMAT HEARTS,2,2011-04-21 14:37:00,7.95,17061.0,United Kingdom
550926,,8,2011-04-21 14:39:00,0.0,,United Kingdom
550927,,1,2011-04-21 14:40:00,0.0,,United Kingdom
550928,,3,2011-04-21 14:41:00,0.0,,United Kingdom
550929,,2,2011-04-21 14:41:00,0.0,,United Kingdom
550930,,2,2011-04-21 14:41:00,0.0,,United Kingdom
550931,"BATHROOM SCALES, TROPICAL BEACH",1,2011-04-21 14:59:00,3.75,,United Kingdom
550934,PARTY BUNTING,100,2011-04-21 15:15:00,4.15,16163.0,United Kingdom
550936,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-04-21 15:15:00,0.85,13495.0,United Kingdom
550937,CAMOUFLAGE DESIGN TEDDY,48,2011-04-21 15:16:00,2.1,13223.0,United Kingdom
550938,WRAP VINTAGE PETALS  DESIGN,25,2011-04-21 15:16:00,0.42,16019.0,United Kingdom
550939,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-04-21 15:25:00,2.95,16146.0,United Kingdom
550940,20 DOLLY PEGS RETROSPOT,492,2011-04-21 15:26:00,1.25,18008.0,United Kingdom
550941,DOVE DECORATION PAINTED ZINC,2,2011-04-21 15:46:00,0.65,17109.0,United Kingdom
550942,FINE WICKER HEART,12,2011-04-21 15:51:00,1.25,16587.0,United Kingdom
550943,,-5,2011-04-21 15:51:00,0.0,,United Kingdom
550944,RED METAL BEACH SPADE,6,2011-04-21 15:51:00,1.25,17109.0,United Kingdom
550945,,-2,2011-04-21 15:52:00,0.0,,United Kingdom
550946,JAM JAR WITH PINK LID,12,2011-04-21 15:52:00,0.85,12708.0,Germany
550947,adjustment,3,2011-04-21 15:55:00,0.0,,United Kingdom
550948,Adjustment,14,2011-04-21 15:56:00,0.0,,United Kingdom
550949,SET/6 COLLAGE PAPER PLATES,2,2011-04-21 16:01:00,0.39,17961.0,United Kingdom
550950,found,84,2011-04-21 16:14:00,0.0,,United Kingdom
550951,returned,2,2011-04-21 16:15:00,0.0,,United Kingdom
550952,returned,2,2011-04-21 16:16:00,0.0,,United Kingdom
550953,CHILDRENS CUTLERY DOLLY GIRL,1,2011-04-21 16:17:00,8.29,,United Kingdom
550954,damaged,-2,2011-04-21 16:18:00,0.0,,United Kingdom
550955,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-04-21 16:26:00,0.83,14189.0,United Kingdom
550956,SET/6 RED SPOTTY PAPER CUPS,2,2011-04-21 16:37:00,0.65,17179.0,United Kingdom
550957,STRAWBERRY   PICNIC BAG,1,2011-04-21 16:37:00,2.95,18283.0,United Kingdom
550958,ETCHED GLASS COASTER,48,2011-04-21 16:37:00,0.39,15281.0,United Kingdom
550960,JUMBO BAG ALPHABET,10,2011-04-21 16:39:00,2.08,12622.0,Germany
550963,HANGING JAM JAR T-LIGHT HOLDER,4,2011-04-21 16:46:00,0.85,,United Kingdom
550964,RETROSPOT RED WASHING UP GLOVES,12,2011-04-21 16:48:00,2.1,15856.0,United Kingdom
550965,PINK OVAL JEWELLED MIRROR,2,2011-04-21 16:53:00,5.95,16750.0,United Kingdom
550967,BUNNY WOODEN PAINTED WITH BIRD,12,2011-04-21 16:58:00,0.85,12971.0,United Kingdom
550968,VINTAGE UNION JACK PENNANT,12,2011-04-21 16:59:00,1.95,14961.0,United Kingdom
550970,,-11,2011-04-21 17:02:00,0.0,,United Kingdom
550971,HOMEMADE JAM SCENTED CANDLES,12,2011-04-21 17:03:00,1.45,13482.0,United Kingdom
550972,WHITE SPOT RED CERAMIC DRAWER KNOB,1,2011-04-21 17:05:00,1.25,14031.0,United Kingdom
550973,RECYCLED ACAPULCO MAT TURQUOISE,3,2011-04-21 17:06:00,8.25,14031.0,United Kingdom
550974,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-21 17:10:00,1.25,13862.0,United Kingdom
550975,,20,2011-04-21 17:28:00,0.0,,United Kingdom
550976,,6,2011-04-21 17:28:00,0.0,,United Kingdom
550977,,6,2011-04-21 17:29:00,0.0,,United Kingdom
550978,PAPER CHAIN KIT RETROSPOT,6,2011-04-21 17:31:00,2.95,13983.0,United Kingdom
550979,,9,2011-04-21 17:31:00,0.0,,United Kingdom
550980,,1,2011-04-21 17:31:00,0.0,,United Kingdom
550981,,1,2011-04-21 17:32:00,0.0,,United Kingdom
550982,,5,2011-04-21 17:33:00,0.0,,United Kingdom
550983,,4,2011-04-21 17:34:00,0.0,,United Kingdom
550984,,1,2011-04-21 17:35:00,0.0,,United Kingdom
550985,,4,2011-04-21 17:40:00,0.0,,United Kingdom
550986,BROCADE RING PURSE,4,2011-04-21 18:06:00,0.63,,United Kingdom
550987,PINK PAPER PARASOL,1,2011-04-21 18:10:00,5.79,,United Kingdom
550988,CHARLOTTE BAG VINTAGE ALPHABET,10,2011-04-21 18:10:00,0.85,14231.0,United Kingdom
550989,JUMBO BAG ALPHABET,13,2011-04-21 18:22:00,2.08,13969.0,United Kingdom
550990,SET OF 6 SPICE TINS PANTRY DESIGN,48,2011-04-21 18:31:00,3.45,16553.0,United Kingdom
550991,FRENCH GARDEN SIGN BLUE METAL,12,2011-04-21 18:59:00,1.25,14060.0,United Kingdom
550992,ENCHANTED BIRD COATHANGER 5 HOOK,3,2011-04-21 19:05:00,4.65,14512.0,United Kingdom
550993,CHILDRENS CUTLERY SPACEBOY,4,2011-04-21 19:51:00,4.15,15810.0,United Kingdom
550994,WOODEN UNION JACK BUNTING,2,2011-04-21 19:55:00,5.95,14562.0,United Kingdom
550995,CHARLIE + LOLA BISCUITS TINS,12,2011-04-26 08:33:00,1.95,16722.0,United Kingdom
550996,LUNCH BOX I LOVE LONDON,36,2011-04-26 08:57:00,1.95,16681.0,United Kingdom
550997,JUMBO BAG ALPHABET,10,2011-04-26 09:04:00,2.08,17735.0,United Kingdom
550998,TEA TIME PARTY BUNTING,16,2011-04-26 09:12:00,4.95,12414.0,Austria
550999,ICE CREAM DESIGN GARDEN PARASOL,4,2011-04-26 09:12:00,7.95,17670.0,United Kingdom
551000,PICNIC BASKET WICKER SMALL,8,2011-04-26 09:15:00,5.95,18172.0,United Kingdom
551001,JUMBO BAG RED RETROSPOT,100,2011-04-26 09:31:00,1.79,13408.0,United Kingdom
551002,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-04-26 09:37:00,1.25,16834.0,United Kingdom
551003,DOORMAT RED RETROSPOT,1,2011-04-26 09:44:00,7.95,16456.0,United Kingdom
551004,GINGERBREAD MAN COOKIE CUTTER,1,2011-04-26 09:48:00,2.46,,United Kingdom
551005,JUMBO BAG TOYS,2,2011-04-26 09:48:00,4.13,,United Kingdom
551006,DOORMAT RED RETROSPOT,1,2011-04-26 09:48:00,16.63,,United Kingdom
551007,EDWARDIAN PARASOL BLACK,1,2011-04-26 09:49:00,12.46,,United Kingdom
551008,JUMBO BAG TOYS,1,2011-04-26 09:50:00,4.13,,United Kingdom
551009,CHERRY BLOSSOM PASSPORT COVER,1,2011-04-26 09:50:00,4.13,,United Kingdom
551010,JUMBO STORAGE BAG SUKI,6,2011-04-26 09:52:00,4.13,,United Kingdom
551011,GRAND CHOCOLATECANDLE,27,2011-04-26 10:23:00,1.45,17090.0,United Kingdom
551012,BLUE POLKADOT BOWL,7,2011-04-26 10:32:00,2.46,,United Kingdom
551014,GIRAFFE WOODEN RULER,12,2011-04-26 11:04:00,1.95,13209.0,United Kingdom
551016,HOME BUILDING BLOCK WORD,18,2011-04-26 11:09:00,5.45,17975.0,United Kingdom
551019,wrong code?,-100,2011-04-26 11:19:00,0.0,,United Kingdom
551020,wrong code,-110,2011-04-26 11:19:00,0.0,,United Kingdom
551021,WHITE HANGING HEART T-LIGHT HOLDER,128,2011-04-26 11:25:00,2.55,13798.0,United Kingdom
551028,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-04-26 11:30:00,7.95,13842.0,United Kingdom
551033,JUMBO BAG APPLES,10,2011-04-26 11:32:00,2.08,15039.0,United Kingdom
551035,GLASS JAR DIGESTIVE BISCUITS,6,2011-04-26 11:34:00,2.95,15065.0,United Kingdom
551054,RECYCLED ACAPULCO MAT PINK,2,2011-04-26 11:44:00,8.25,12429.0,Austria
551055,PAPER CHAIN KIT EMPIRE,40,2011-04-26 11:51:00,2.55,15903.0,United Kingdom
551056,CARTOON  PENCIL SHARPENERS,5,2011-04-26 11:51:00,0.16,16442.0,United Kingdom
551057,DOORMAT HEARTS,1,2011-04-26 11:59:00,7.95,16942.0,United Kingdom
551058,SET 7 BABUSHKA NESTING BOXES,1,2011-04-26 12:07:00,8.5,14606.0,United Kingdom
551059,WICKER STAR,4,2011-04-26 12:08:00,2.1,13668.0,United Kingdom
551060,AREA PATROLLED METAL SIGN,1,2011-04-26 12:12:00,2.1,16356.0,United Kingdom
551062,PINK REGENCY TEACUP AND SAUCER,24,2011-04-26 12:16:00,2.55,18092.0,United Kingdom
551085,"KEY FOB , SHED",24,2011-04-26 12:29:00,0.65,14854.0,United Kingdom
551088,PARTY BUNTING,4,2011-04-26 12:31:00,4.95,14640.0,United Kingdom
551124,SMALL RED RETROSPOT WINDMILL,12,2011-04-26 12:47:00,1.25,15738.0,United Kingdom
551125,PALE PINK/AMETHYST STONE NECKLACE,2,2011-04-26 12:47:00,9.95,17277.0,United Kingdom
551126,,18,2011-04-26 12:47:00,0.0,,United Kingdom
551133,TRAVEL CARD WALLET KEEP CALM,480,2011-04-26 13:00:00,0.36,16656.0,United Kingdom
551134,PARTY BUNTING,10,2011-04-26 13:02:00,4.95,16729.0,United Kingdom
551135,PARTY METAL SIGN,5,2011-04-26 13:04:00,1.45,16729.0,United Kingdom
551136,RED RETROSPOT PICNIC BAG,10,2011-04-26 13:05:00,2.95,15301.0,United Kingdom
551137,CERAMIC HEART FAIRY CAKE MONEY BANK,1,2011-04-26 13:05:00,1.45,15581.0,United Kingdom
551138,GUMBALL MONOCHROME COAT RACK,36,2011-04-26 13:06:00,1.06,17061.0,United Kingdom
551141,IVORY SWEETHEART WIRE LETTER RACK,6,2011-04-26 13:12:00,3.75,17061.0,United Kingdom
551142,ORANGE TV TRAY TABLE,2,2011-04-26 13:22:00,1.95,17613.0,United Kingdom
551143,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-04-26 13:25:00,4.95,13092.0,United Kingdom
551144,HANGING HEART JAR T-LIGHT HOLDER,72,2011-04-26 13:36:00,1.06,13695.0,United Kingdom
551145,WOODEN UNION JACK BUNTING,9,2011-04-26 13:37:00,5.95,16168.0,United Kingdom
551146,PAPER BUNTING WHITE LACE,20,2011-04-26 13:45:00,2.95,13199.0,United Kingdom
551147,LADIES & GENTLEMEN METAL SIGN,12,2011-04-26 14:07:00,2.55,14210.0,United Kingdom
551148,SET/6 PINK BIRD T-LIGHT CANDLES,24,2011-04-26 14:12:00,1.69,15939.0,United Kingdom
551149,LOVEBIRD HANGING DECORATION WHITE,1,2011-04-26 14:19:00,0.85,13184.0,United Kingdom
551150,METAL SIGN TAKE IT OR LEAVE IT,12,2011-04-26 14:37:00,2.95,18144.0,United Kingdom
551151,FIRST AID TIN,12,2011-04-26 14:38:00,3.25,18144.0,United Kingdom
551152,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-04-26 14:47:00,4.95,13230.0,United Kingdom
551158,RECYCLED ACAPULCO MAT BLUE,1,2011-04-26 15:00:00,8.25,16823.0,United Kingdom
551159,ALARM CLOCK BAKELIKE ORANGE,4,2011-04-26 15:02:00,3.75,16203.0,United Kingdom
551160,NATURAL SLATE HEART CHALKBOARD,6,2011-04-26 15:04:00,2.95,15237.0,United Kingdom
551161,EMERGENCY FIRST AID TIN,12,2011-04-26 15:26:00,1.25,18183.0,United Kingdom
551162,SET OF 3 HEART COOKIE CUTTERS,12,2011-04-26 15:45:00,1.06,12901.0,United Kingdom
551163,LARGE RED RETROSPOT WINDMILL,4,2011-04-26 15:52:00,2.1,12573.0,France
551164,PARTY BUNTING,1,2011-04-26 15:56:00,4.95,17262.0,United Kingdom
551165,LARGE CIRCULAR MIRROR MOBILE,96,2011-04-26 15:58:00,0.85,17262.0,United Kingdom
551166,CERAMIC STRAWBERRY MONEY BOX,408,2011-04-26 16:01:00,2.25,17857.0,United Kingdom
551168,,-4,2011-04-26 16:06:00,0.0,,United Kingdom
551170,PIGGY BANK RETROSPOT,4,2011-04-26 16:40:00,2.55,15145.0,United Kingdom
551171,WHITE WOOD GARDEN PLANT LADDER,1,2011-04-26 16:45:00,9.95,13263.0,United Kingdom
551172,PARTY BUNTING,2,2011-04-26 16:53:00,4.95,17854.0,United Kingdom
551173,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2011-04-26 16:54:00,4.96,,United Kingdom
551174,ASSORTED COLOURS SILK FAN,15,2011-04-26 17:02:00,0.83,,United Kingdom
551176,ENAMEL FLOWER JUG CREAM,1,2011-04-26 17:18:00,5.95,,United Kingdom
551177,WATERING CAN BLUE ELEPHANT,1,2011-04-26 17:20:00,1.95,,United Kingdom
551181,GLASS JAR DIGESTIVE BISCUITS,24,2011-04-27 08:17:00,2.55,13089.0,United Kingdom
551182,PAPER POCKET TRAVELING FAN,24,2011-04-27 08:43:00,0.14,14282.0,United Kingdom
551183,BLACK PIRATE TREASURE CHEST,24,2011-04-27 08:59:00,1.65,17692.0,United Kingdom
551184,STRAWBERRY CERAMIC TRINKET BOX,144,2011-04-27 09:03:00,1.06,18220.0,United Kingdom
551185,RECYCLED ACAPULCO MAT RED,4,2011-04-27 09:21:00,8.25,16103.0,United Kingdom
551186,MAGIC DRAWING SLATE PURDEY,60,2011-04-27 10:01:00,0.42,17857.0,United Kingdom
551188,SET 2 TEA TOWELS I LOVE LONDON,100,2011-04-27 10:03:00,2.75,15898.0,United Kingdom
551189,JUMBO BAG PINK POLKADOT,100,2011-04-27 10:04:00,1.74,16029.0,United Kingdom
551191,PAPER CHAIN KIT EMPIRE,320,2011-04-27 10:52:00,2.55,16698.0,United Kingdom
551192,VINTAGE KID DOLLY CARD,12,2011-04-27 10:54:00,0.42,16188.0,United Kingdom
551193,SMALL RED RETROSPOT WINDMILL,4,2011-04-27 11:05:00,1.25,17954.0,United Kingdom
551194,JUMBO BAG PINK POLKADOT,1,2011-04-27 11:12:00,2.08,14606.0,United Kingdom
551197,CHARLOTTE BAG SUKI DESIGN,1,2011-04-27 11:26:00,0.85,14078.0,United Kingdom
551198,DAIRY MAID STRIPE MUG,72,2011-04-27 11:26:00,0.79,13694.0,United Kingdom
551199,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2011-04-27 11:30:00,0.65,13018.0,United Kingdom
551200,HANGING HEART ZINC T-LIGHT HOLDER,1,2011-04-27 11:32:00,0.85,17069.0,United Kingdom
551201,,-620,2011-04-27 11:33:00,0.0,,United Kingdom
551202,COFFEE MUG DOG + BALL DESIGN,18,2011-04-27 11:33:00,2.55,17436.0,United Kingdom
551211,IVORY SWEETHEART WIRE LETTER RACK,4,2011-04-27 11:40:00,3.75,13113.0,United Kingdom
551218,ENAMEL MEASURING JUG CREAM,6,2011-04-27 11:41:00,4.25,18077.0,United Kingdom
551234,CAST IRON HOOK GARDEN TROWEL,64,2011-04-27 11:47:00,2.1,17450.0,United Kingdom
551240,adjustment,41,2011-04-27 11:48:00,0.0,,United Kingdom
551243,adjust,-53,2011-04-27 11:49:00,0.0,,United Kingdom
551247,WOODEN ROUNDERS GARDEN SET,4,2011-04-27 11:56:00,9.95,15640.0,United Kingdom
551250,TOY TIDY DOLLY GIRL DESIGN,1,2011-04-27 12:00:00,2.1,17841.0,United Kingdom
551258,CHARLOTTE BAG PINK POLKADOT,10,2011-04-27 12:02:00,0.85,12621.0,Germany
551259,REGENCY CAKESTAND 3 TIER,150,2011-04-27 12:04:00,10.95,17949.0,United Kingdom
551262,UNION STRIPE WITH FRINGE  HAMMOCK,5,2011-04-27 12:05:00,7.95,14527.0,United Kingdom
551268,Manual,48,2011-04-27 12:08:00,0.19,16965.0,United Kingdom
551269,PINK VINTAGE PAISLEY PICNIC BAG,20,2011-04-27 12:21:00,1.65,12840.0,United Kingdom
551270,Manual,1,2011-04-27 12:35:00,2.55,15891.0,United Kingdom
551271,GUMBALL COAT RACK,12,2011-04-27 12:39:00,2.55,17187.0,United Kingdom
551272,REGENCY SUGAR TONGS,12,2011-04-27 12:49:00,2.49,17530.0,United Kingdom
551273,EDWARDIAN PARASOL NATURAL,30,2011-04-27 12:50:00,5.95,14051.0,United Kingdom
551274,DOORMAT KEEP CALM AND COME IN,10,2011-04-27 12:57:00,6.75,14235.0,United Kingdom
551275,CIRCUS PARADE BABY GIFT SET,1,2011-04-27 13:03:00,16.95,13285.0,United Kingdom
551276,HANGING JAM JAR T-LIGHT HOLDER,12,2011-04-27 13:06:00,0.85,16016.0,United Kingdom
551277,Manual,1,2011-04-27 13:06:00,1.25,13637.0,United Kingdom
551278,LUNCH BAG APPLE DESIGN,20,2011-04-27 13:13:00,1.65,12483.0,Sweden
551279,POLKADOT PEN,240,2011-04-27 13:19:00,0.72,16013.0,United Kingdom
551280,GREEN ENAMEL FLOWER RING,3,2011-04-27 13:31:00,2.95,16016.0,United Kingdom
551281,PINK VINTAGE PAISLEY PICNIC BAG,5,2011-04-27 13:31:00,1.65,13571.0,United Kingdom
551282,DOORMAT KEEP CALM AND COME IN,2,2011-04-27 13:44:00,7.95,16919.0,United Kingdom
551283,SPACEBOY GIFT WRAP,25,2011-04-27 14:01:00,0.42,16755.0,United Kingdom
551284,PINK CREAM FELT CRAFT TRINKET BOX,1,2011-04-27 14:05:00,1.25,15005.0,United Kingdom
551286,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-04-27 14:16:00,2.95,13767.0,United Kingdom
551287,SET/20 RED RETROSPOT PAPER NAPKINS,4,2011-04-27 14:17:00,0.85,17961.0,United Kingdom
551288,DOORMAT KEEP CALM AND COME IN,4,2011-04-27 14:17:00,7.95,13767.0,United Kingdom
551289,JUMBO BAG APPLES,20,2011-04-27 14:18:00,2.08,18226.0,United Kingdom
551290,PARTY BUNTING,50,2011-04-27 14:25:00,4.15,13854.0,United Kingdom
551291,NAMASTE SWAGAT INCENSE,72,2011-04-27 14:26:00,0.24,14298.0,United Kingdom
551292,CHARLOTTE BAG ALPHABET  DESIGN,50,2011-04-27 14:27:00,0.72,14298.0,United Kingdom
551293,CHARLOTTE BAG PINK POLKADOT,30,2011-04-27 14:28:00,0.72,14298.0,United Kingdom
551294,SET OF 4 FAIRY CAKE PLACEMATS,4,2011-04-27 14:43:00,3.75,13468.0,United Kingdom
